Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EPZM,"Epizyme, Inc.",10.5,$609.12M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,112.05,$793.39M,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",384.98,$27.48B,2000,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix
EQFN,Equitable Financial Corp.,10.1,$35.12M,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
EQBK,"Equity Bancshares, Inc.",32.66,$381.45M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,5.89,$19.62B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,112.11,$5.86B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESCA,"Escalade, Incorporated",13.2,$188.79M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",12.12,$273.35M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",15.83,$180.59M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,1.994,$58.02M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,20.89,$772.27M,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
ESSF,"ETRE REIT, LLC",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essf
ETSY,"Etsy, Inc.",12.61,$1.46B,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.5,$7.22M,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",71.52,$3.73B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.77,$16.24M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",1.95,$95.66M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVBG,"Everbridge, Inc.",18.47,$501.42M,2016,n/a,n/a,http://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",2.2,$32.53M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
MRAM,"Everspin Technologies, Inc.",8.11,$101.36M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.52,$97.54M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
EVGN,Evogene Ltd.,5.01,$127.55M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",2.81,$34.7M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",4.35,$51.8M,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,15.5,$230.2M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,Exact Sciences Corporation,18.95,$2.05B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",24.65,$349.66M,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXEL,"Exelixis, Inc.",18.12,$5.19B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,5.9,$134.52M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",45.95,$1.54B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",121.59,$18.24B,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",52.08,$9.39B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",58.05,$1.49B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,68.88,$42.47B,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
XOG,"Extraction Oil & Gas, Inc.",17.92,$3.08B,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",5.53,$592.01M,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",1.5328,$14.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.27,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
EZPW,"EZCORP, Inc.",9.9,$535.38M,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",134.03,$8.75B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",130.32,$375.6B,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FRP,"FairPoint Communications, Inc.",18.5,$500.86M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp
FALC,"FalconStor Software, Inc.",0.62,$27.06M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
DAVE,"Famous Dave&#39;s of America, Inc.",5.4,$37.57M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,8.53,$492.63M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,34.8,$584.42M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
FFKT,Farmers Capital Bank Corporation,37.15,$278.91M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
FMNB,Farmers National Banc Corp.,12.6,$340.8M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
FARO,"FARO Technologies, Inc.",37.1,$618.62M,1997,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,49.68,$14.36B,1987,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast
FATE,"Fate Therapeutics, Inc.",2.73,$93.22M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",16.95,$63.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss
FBRC,FBR & Co,14.3,$98.89M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
FNHC,Federated National Holding Company,18.34,$253.12M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
FHCO,Female Health Company (The),1.025,$27.58M,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/fhco
FENX,"Fenix Parts, Inc.",2.27,$45.51M,2015,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/fenx
GSM,Ferroglobe PLC,10.51,$1.81B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
FCSC,Fibrocell Science Inc,0.773,$34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",22.65,$1.43B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,221.04,$729.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,23.25,$607.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,15.89,$356.45M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fdus
FRGI,"Fiesta Restaurant Group, Inc.",26.3,$707.2M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
FSAM,Fifth Street Asset Management Inc.,7.65,$378.36M,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/fsam
FSC,Fifth Street Finance Corp.,5.44,$779.33M,2008,n/a,n/a,http://www.nasdaq.com/symbol/fsc
FSCFL,Fifth Street Finance Corp.,25.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl
FSFR,Fifth Street Senior Floating Rate Corp.,10.18,$299.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr
FITB,Fifth Third Bancorp,26.1,$19.69B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,27.94,$502.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
FNGN,"Financial Engines, Inc.",38.55,$2.39B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn
FISI,"Financial Institutions, Inc.",32.95,$478.69M,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,29.57,$3.27B,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",1.4158,$32.42M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn
FNTEU,FinTech Acquisition Corp. II,10.07,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnteu
FEYE,"FireEye, Inc.",13.55,$2.32B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,29.27,$608.47M,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",27,$291.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,12.5,$98.59M,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,29.25,$1.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",24.23,$210.96M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",32.9,$109.81M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap
FCFS,"First Cash, Inc.",42.7,$2.07B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",366.74,$4.4B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bancshares, Inc.",29.1,$494.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,20,$134.07M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco
FCFP,"First Community Financial Partners, Inc.",11.9,$205.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcfp
FBNK,"First Connecticut Bancorp, Inc.",22.65,$358.08M,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
FDEF,First Defiance Financial Corp.,48.46,$435.22M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,27.55,$1.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,17.15,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",42.65,$2.82B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,48.35,$589.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",20.75,$226.83M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,14.5,$473.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",22.95,$174.63M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",32.99,$4.6B,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,31.15,$201.79M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,24.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",41.15,$3.13B,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,38.33,$1.56B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",31.51,$392.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",24.28,$1.97B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FNBC,First NBC Bank Holding Company,4,$76.92M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbc
FNWB,First Northwest Bancorp,14.81,$192.64M,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",44.17,$97.47M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",31.19,$3.24B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FSBK,First South Bancorp Inc,12.39,$117.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
FAAR,First Trust Alternative Absolute Return Strategy ETF,28.9001,$2.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.997,$34.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,23.3006,$8.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,15.52,$114.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbz
FCAN,First Trust Canada AlphaDEX Fund,24.52,$19.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,41.6071,$330.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,20.52,$16.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,20.5999,$4.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,36.5,$671.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,49.596,$171.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,34.3701,$6.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,22.22,$273.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,23.82,$2.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,18.52,$397.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifv
FEM,First Trust Emerging Markets AlphaDEX Fund,22.01,$159.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,40.722,$20.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,32.78,$104.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,59.93,$557.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,30.49,$250.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,33.875,$6.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,37.98,$104.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,20.69,$146.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
FTHI,First Trust High Income ETF,21.2,$45.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi
HYLS,First Trust High Yield Long/Short ETF,48.48,$1.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,34.27,$8.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk
FTAG,First Trust Indxx Global Agriculture ETF,24.12,$4.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.5048,$10.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftri
FPXI,First Trust International IPO ETF,27.06,$1.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi
YDIV,First Trust International Multi-Asset Diversified Income Index,16.4784,$9.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
FJP,First Trust Japan AlphaDEX Fund,49.06,$49.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,49.9,$1.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,50.71,$605.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftc
FTA,First Trust Large Cap Value AlphaDEX Fund,47.63,$959.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,20.56,$123.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fln
FTLB,First Trust Low Beta Income ETF,20.8987,$5.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
LMBS,First Trust Low Duration Opportunities ETF,52.17,$378.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,51.45,$90.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,28.6699,$15.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,57.42,$729.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,32.25,$88.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fny
FNK,First Trust Mid Cap Value AlphaDEX Fund,33.33,$73.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,54.05,$83.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,50.8001,$114.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.47,$859.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,18.4903,$10.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcef
QABA,First Trust NASDAQ ABA Community Bank Index Fund,51.72,$444.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
FTXO,First Trust Nasdaq Bank ETF,26.15,$15.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,15.843,$53.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,40.8,$22.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,20.7864,$153.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,19.8466,$4.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,35.6975,$26.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,21.4885,$2.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,18.76,$1.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,18.9001,$1.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxd
FTXL,First Trust Nasdaq Semiconductor ETF,23.79,$8.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxl
FONE,First Trust NASDAQ Smartphone Index Fund,42.99,$10.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,30.6,$651.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,23.15,$2.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,48.92,$425.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,42.6,$95.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,56.3,$1.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,23.95,$170.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
QINC,First Trust RBA Quality Income ETF,22.66,$27.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc
RDVY,First Trust Rising Dividend Achievers ETF,25.2499,$83.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,52.85,$7.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,53.77,$83.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,56.63,$16.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,53.63,$21.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfeu
FTSL,First Trust Senior Loan Fund ETF,48.49,$1.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FYX,First Trust Small Cap Core AlphaDEX Fund,53.87,$538.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyx
FYC,First Trust Small Cap Growth AlphaDEX Fund,35.46,$101.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyc
FYT,First Trust Small Cap Value AlphaDEX Fund,34.31,$116.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyt
FKO,First Trust South Korea AlphaDEX Fund,22.92,$4.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,26.3699,$22.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,50.3159,$85.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
